,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
1822,TMTJ.J,4.7619,1998-12-31T00:00:00Z,,
1823,TMTJ.J,0.0,1998-12-31T00:00:00Z,,
1824,TMTJ.J,,,,
1825,TMTJ.J,,,,
1826,TMTJ.J,,,,
1827,TMTJ.J,,,,
1828,TMTJ.J,,,,
1829,TMTJ.J,,,,
1830,TMTJ.J,,,,
1831,TONJ.J,11.1844,1998-08-03T00:00:00Z,5000854298,South Africa
1832,TONJ.J,7.9835,1998-08-03T00:00:00Z,4297902883,
1833,TONJ.J,1.3384,1998-08-03T00:00:00Z,4295889079,
1834,TONJ.J,0.4012,1998-06-30T00:00:00Z,,
1835,TONJ.J,0.3049,1998-12-31T00:00:00Z,4298409344,
1836,TONJ.J,0.0033,1998-12-31T00:00:00Z,,
1837,TONJ.J,0.0,1998-12-31T00:00:00Z,5000052202,
1838,TONJ.J,0.098,1997-06-30T00:00:00Z,4298409344,
1839,TONJ.J,0.0037,1997-12-31T00:00:00Z,,
1840,TONJ.J,0.0016,1997-12-31T00:00:00Z,,
1841,TONJ.J,,,,
1842,TONJ.J,,,,
1843,TONJ.J,,,,
1844,TONJ.J,,,,
1845,TOTAL.LG,,,,France
1846,TOTL.NR,,,,France
1847,TOURIST.LG,,,,South Africa
1848,TPCJ.J,35.1224,1998-08-03T00:00:00Z,5000854298,South Africa
1849,TPCJ.J,26.9504,1998-08-03T00:00:00Z,34413313114,
1850,TPCJ.J,17.9528,1998-08-03T00:00:00Z,5035505784,
1851,TPCJ.J,12.5755,1998-08-03T00:00:00Z,,
1852,TPCJ.J,8.9341,1998-08-03T00:00:00Z,4297902883,
1853,TPCJ.J,8.5318,1998-08-03T00:00:00Z,,
1854,TPCJ.J,3.0105,1998-12-31T00:00:00Z,,
1855,TPCJ.J,3.3238,1998-08-03T00:00:00Z,,
1856,TPCJ.J,1.4184,1998-08-03T00:00:00Z,,
1857,TPCJ.J,86.2381,1997-01-31T00:00:00Z,5035505784,
1858,TPCJ.J,,,,
1859,TPCJ.J,,,,
1860,TPCJ.J,,,,
1861,TPCJ.J,,,,
1862,TPCJ.J,,,,
1863,TPCJ.J,,,,
1864,TPCJ.J,,,,
1865,TPCJ.J,,,,
1866,TPSE.NR,,,,Kenya
1867,TRANSCO.LG,,,,Nigeria
1868,TRANSEX.LG,,,,Nigeria
1869,TRIPPLE.LG,,,,Nigeria
1870,TRUW.ZI,,,,South Africa
1871,TRUJ.J,8.618,1998-08-03T00:00:00Z,5000854298,South Africa
1872,TRUJ.J,7.5582,1998-08-03T00:00:00Z,4297902883,
1873,TRUJ.J,0.0008,1998-12-31T00:00:00Z,,
1874,TRUJ.J,,,,
1875,TRUJ.J,,,,
1876,TRUJ.J,,,,
1877,TRANSOL.GH,,,,Ghana
1878,TSL.ZI,,,,Zimbabwe
1879,TURN.ZI,,,,Zimbabwe
1880,UPDC.LG,,,,Nigeria
1881,UACN.LG,,,,Nigeria
1882,UBA.LG,,,,Nigeria
1883,UBN.LG,,,,Nigeria
1884,UNGA.NR,,,,
1885,UNHOMES.LG,,,,Nigeria
1886,UNIL.GH,0.68,1998-12-31T00:00:00Z,5000706029,United Kingdom
1887,UNIL.GH,0.2504,1998-12-31T00:00:00Z,5001449043,
1888,UNIL.GH,0.8,1997-06-30T00:00:00Z,5000706029,
1889,UNIL.GH,,,,
1890,UNIONDI.LG,,,,Nigeria
1891,OANDO.LG,,,,Nigeria
1892,UNTL.LG,,,,Nigeria
1893,UPL.LG,,,,Nigeria
1894,UTC.LG,0.0,1998-12-31T00:00:00Z,5000706029,Nigeria
1895,UTC.LG,,,,
1896,VANLEER.LG,,,,United States
1897,REA.NR,,,,Kenya
1898,VITAFOA.LG,,,,Nigeria
1899,VKEJ.J,,,,South Africa
1900,VONO.LG,,,,Nigeria
1901,VUNJ.J,,,,South Africa
1902,HCCL.ZI,29.18,1998-08-03T00:00:00Z,5000854298,Zimbabwe
1903,HCCL.ZI,1.42,1998-05-04T00:00:00Z,,
1904,HCCL.ZI,1.42,1998-05-04T00:00:00Z,,
1905,HCCL.ZI,1.08,1998-05-04T00:00:00Z,,
1906,HCCL.ZI,1.0,1998-05-04T00:00:00Z,,
1907,HCCL.ZI,0.0,1997-06-30T00:00:00Z,,
1908,HCCL.ZI,0.0,1997-06-30T00:00:00Z,,
1909,HCCL.ZI,,,,
1910,HCCL.ZI,,,,
1911,HCCL.ZI,,,,
1912,HCCL.ZI,,,,
1913,HCCL.ZI,,,,
1914,WAPIC.LG,,,,Nigeria
1915,WAPCO.LG,,,,Switzerland
1916,WBOJ.J,12.02,1998-08-03T00:00:00Z,5055419173,South Africa
1917,WBOJ.J,6.8,1998-08-03T00:00:00Z,5000854298,
1918,WBOJ.J,3.33,1998-08-03T00:00:00Z,4297902883,
1919,WBOJ.J,2.84,1998-08-03T00:00:00Z,,
1920,WBOJ.J,2.16,1998-08-03T00:00:00Z,,
1921,WBOJ.J,1.95,1998-08-03T00:00:00Z,,
1922,WBOJ.J,1.65,1998-08-03T00:00:00Z,,
1923,WBOJ.J,1.62,1998-08-03T00:00:00Z,,
1924,WBOJ.J,1.52,1998-08-03T00:00:00Z,,
1925,WBOJ.J,1.46,1998-08-03T00:00:00Z,,
1926,WBOJ.J,1.23,1998-08-03T00:00:00Z,5001196246,
1927,WBOJ.J,1.22,1998-08-03T00:00:00Z,,
1928,WBOJ.J,1.09,1998-08-03T00:00:00Z,34413345692,
1929,WBOJ.J,,,,
1930,WBOJ.J,,,,
1931,WBOJ.J,,,,
1932,WBOJ.J,,,,
1933,WBOJ.J,,,,
1934,WBOJ.J,,,,
1935,WBOJ.J,,,,
1936,WBOJ.J,,,,
1937,WBOJ.J,,,,
1938,WBOJ.J,,,,
1939,WBOJ.J,,,,
1940,WBOJ.J,,,,
1941,WBOJ.J,,,,
1942,WEAJ.J,,,,South Africa
1943,WEMABAN.LG,,,,Nigeria
1944,WHLJ.J,12.7018,1998-08-03T00:00:00Z,5000854298,South Africa
1945,WHLJ.J,5.4018,1998-08-03T00:00:00Z,4297902883,
1946,WHLJ.J,1.0199,1998-08-03T00:00:00Z,5001446208,
1947,WHLJ.J,0.2683,1998-12-31T00:00:00Z,,
1948,WHLJ.J,0.0848,1998-03-31T00:00:00Z,,
1949,WHLJ.J,0.0025,1998-06-30T00:00:00Z,,
1950,WHLJ.J,0.0017,1998-12-31T00:00:00Z,,
1951,WHLJ.J,0.0,1998-12-31T00:00:00Z,,
1952,WHLJ.J,0.5056,1997-12-31T00:00:00Z,,
1953,WHLJ.J,0.0542,1997-12-31T00:00:00Z,,
1954,WHLJ.J,0.0029,1997-12-31T00:00:00Z,,
1955,WHLJ.J,,,,
1956,WHLJ.J,,,,
1957,WHLJ.J,,,,
1958,WHLJ.J,,,,
1959,WHLJ.J,,,,
1960,WILD.ZI,,,,Zimbabwe
1961,WKFJ.J,,,,South Africa
1962,PBGJ.J,14.6879,1998-08-03T00:00:00Z,5000854298,South Africa
1963,PBGJ.J,10.6853,1998-08-03T00:00:00Z,4297902883,
1964,PBGJ.J,1.2733,1998-12-31T00:00:00Z,,
1965,PBGJ.J,0.0034,1998-06-30T00:00:00Z,,
1966,PBGJ.J,0.0018,1998-12-31T00:00:00Z,,
1967,PBGJ.J,0.0,1998-03-31T00:00:00Z,,
1968,PBGJ.J,0.397,1997-12-31T00:00:00Z,,
1969,PBGJ.J,0.0042,1997-12-31T00:00:00Z,,
1970,PBGJ.J,0.0018,1997-12-31T00:00:00Z,,
1971,PBGJ.J,,,,
1972,PBGJ.J,,,,
1973,PBGJ.J,,,,
1974,SLGJ.J,,,,South Africa
1975,WTK.NR,,,,
1976,YRKJ.J,1.1699,1998-08-03T00:00:00Z,,South Africa
1977,YRKJ.J,1.1299,1998-08-03T00:00:00Z,,
1978,YRKJ.J,,,,
1979,YRKJ.J,,,,
1980,ZEDJ.J,,,,South Africa
1981,ZENITHB.LG,,,,Nigeria
1982,ASUN.ZI,,,,Mauritius
1983,ZIMP.ZI,,,,Zimbabwe
1984,ZIMW.ZI,,,,Zimbabwe
1985,ORY.NM,,,,Namibia
1986,ZMFA.LZ,,,,South Africa
1987,GOLDBRE.LG,,,,Nigeria
1988,NIGSEWI.LG,,,,Nigeria
1989,UDEOFSO.LG,,,,Nigeria
1990,WAAP.LG,,,,Nigeria
1991,EDGR.ZI,,,,South Africa
1992,ABC.MZ,,,,Mauritius
1993,MSIL.MZ,,,,Mauritius
1994,PCCL.MZ,,,,Mauritius
1995,TBL.TZ,,,,Belgium
1996,TCC.TZ,,,,Japan
1997,BATA.LZ,,,,Netherlands
1998,SLBC.CI,0.08,1998-12-31T00:00:00Z,5000706029,France
1999,SLBC.CI,0.1,1997-06-30T00:00:00Z,5000706029,
2000,UCHM.NR,,,,Kenya
2001,PHIN.MZ,,,,Mauritius
2002,UBS.MZ,,,,Mauritius
2003,SOGC.CI,,,,Luxembourg
2004,UTIN.MZ,,,,Mauritius
2005,MUAL.MZ,,,,Mauritius
2006,SWAN.MZ,,,,Mauritius
2007,MBL.MZ,0.0,1998-06-30T00:00:00Z,5000706029,Mauritius
2008,MBL.MZ,0.12,1997-06-30T00:00:00Z,5000706029,
2009,MCFI.MZ,,,,
2010,MOR.MZ,,,,Mauritius
2011,PIM.MZ,,,,Mauritius
2012,UBP.MZ,,,,Mauritius
2013,BMHL.MZ,,,,Mauritius
2014,FINC.MZ,,,,Mauritius
2015,MDIT.MZ,,,,Mauritius
2016,NITL.MZ,,,,Mauritius
2017,POL.MZ,,,,Mauritius
2018,UTDL.MZ,,,,Mauritius
2019,HML.MZ,,,,
2020,SHEL.MZ,,,,Mauritius
2021,ASL.MZ,,,,Mauritius
2022,GCL.MZ,,,,Mauritius
2023,EABL.NR,0.8629,1998-12-31T00:00:00Z,5000706029,United Kingdom
2024,EABL.NR,0.7404,1997-06-30T00:00:00Z,5000706029,
2025,HWF.MZ,0.0,1998-12-31T00:00:00Z,5000706029,Mauritius
2026,HWF.MZ,0.4873,1997-06-30T00:00:00Z,5000706029,
2027,PAD.MZ,0.4941,1998-12-31T00:00:00Z,5000706029,Mauritius
2028,PAD.MZ,0.5765,1997-06-30T00:00:00Z,5000706029,
2029,SNTS.CI,0.145,1998-12-31T00:00:00Z,5000706029,Senegal
2030,SNTS.CI,,,,
2031,MTMD.MZ,,,,
2032,MCBG.MZ,0.2111,1998-12-31T00:00:00Z,5000706029,Mauritius
2033,MCBG.MZ,0.0772,1997-06-30T00:00:00Z,5000706029,
2034,NMHL.MZ,0.1574,1998-12-31T00:00:00Z,5000706029,Mauritius
2035,NMHL.MZ,0.1,1997-06-30T00:00:00Z,5000706029,
2036,ROGE.MZ,0.0,1998-12-31T00:00:00Z,5000706029,
2037,ROGE.MZ,0.3571,1997-06-30T00:00:00Z,5000706029,
2038,SBMH.MZ,0.31,1998-12-31T00:00:00Z,5000706029,Mauritius
2039,SBMH.MZ,0.19,1997-06-30T00:00:00Z,5000706029,
2040,SUN.MZ,0.1005,1998-12-31T00:00:00Z,5000706029,Mauritius
2041,SUN.MZ,0.0591,1997-06-30T00:00:00Z,5000706029,
2042,NBS.NM,,,,Namibia
2043,NAM.NM,,,,Namibia
2044,INVE.LZ,,,,Zambia
2045,FNB.NM,0.04,1998-12-31T00:00:00Z,4298409344,South Africa
2046,FNB.NM,,,,
2047,ZMBF.LZ,,,,Zambia
2048,BOBU.UG,,,,India
2049,FIDE.MZ,,,,Mauritius
2050,CAUD.MZ,,,,Mauritius
2051,BATU.UG,,,,United Kingdom
2052,PUMA.LZ,,,,Curacao
2053,NATB.LZ,,,,Zimbabwe
2054,PMDZ.LZ,,,,India
2055,SCBL.LZ,,,,United Kingdom
2056,FORT.MZ^A23,,,,Mauritius
2057,CIEL.MZ,,,,Mauritius
2058,BNBC.CI,1.926,1998-12-31T00:00:00Z,5000706029,British Virgin Islands
2059,BNBC.CI,2.2281,1997-06-30T00:00:00Z,5000706029,
2060,UNLC.CI,0.2265,1998-12-31T00:00:00Z,5000706029,United Kingdom
2061,UNLC.CI,0.2265,1997-06-30T00:00:00Z,5000706029,
2062,CFAC.CI,,,,Japan
2063,ABJC.CI,,,,France
2064,NEIC.CI,,,,Ivory Coast
2065,BOAB.CI,,,,Morocco
2066,PALC.CI,,,,Ivory Coast
2067,SIVC.CI,,,,France
2068,NICO.MV,,,,Malawi
2069,BOAN.CI,,,,Morocco
2070,SAFC.CI,,,,France
2071,SDSC.CI,,,,France
2072,STAC.CI,,,,France
2073,SHEC.CI,,,,United Kingdom
2074,SVOC.CI,,,,France
2075,CABC.CI,0.0,1998-06-30T00:00:00Z,5000706029,Italy
2076,CABC.CI,0.0486,1997-06-30T00:00:00Z,5000706029,
2077,SDCC.CI,0.2888,1998-12-31T00:00:00Z,5000706029,Ivory Coast
2078,SDCC.CI,0.2267,1997-06-30T00:00:00Z,5000706029,
2079,SICC.CI,,,,Ivory Coast
2080,UNXC.CI,0.44,1998-12-31T00:00:00Z,5000706029,Ivory Coast
2081,UNXC.CI,0.28,1997-06-30T00:00:00Z,5000706029,
2082,MOLI.MZ,,,,United States
2083,ARTD.ZI,,,,Zimbabwe
2084,UCL.UG,,,,Uganda
2085,REIZ.LZ,,,,Zambia
2086,TURN.BT,,,,Botswana
2087,NRL.MZ,,,,Mauritius
2088,FTSC.CI,0.06,1998-12-31T00:00:00Z,5000706029,Ivory Coast
2089,FTSC.CI,0.02,1997-06-30T00:00:00Z,5000706029,
2090,CECZ.LZ,,,,Zambia
2091,ZABR.LZ,,,,Belgium
2092,ZSUG.LZ,,,,United Kingdom
2093,STBC.CI,0.0,1998-12-31T00:00:00Z,5000706029,United Kingdom
2094,STBC.CI,0.7208,1997-06-30T00:00:00Z,5000706029,
2095,CHIL.LZ,,,,Switzerland
2096,NTLC.CI,0.3114,1998-12-31T00:00:00Z,5000706029,Switzerland
2097,NTLC.CI,0.3128,1997-06-30T00:00:00Z,5000706029,
2098,CIEC.CI,0.2001,1998-12-31T00:00:00Z,5000706029,United States
2099,CIEC.CI,0.2083,1997-06-30T00:00:00Z,5000706029,
2100,BICC.CI,0.5399,1998-12-31T00:00:00Z,5000706029,France
2101,BICC.CI,0.4199,1997-06-30T00:00:00Z,5000706029,
2102,TTLC.CI,,,,France
2103,MSE.MZ,,,,Mauritius
2104,SPHC.CI,,,,Ivory Coast
2105,PRSC.CI,,,,Morocco
2106,DFCU.UG,,,,Netherlands
2107,NVL.UG,,,,Uganda
2108,SWIS.TZ,,,,Switzerland
2109,TUC.NM,,,,Namibia
2110,COVI.MZ,,,,Mauritius
2111,TPL.MZ,,,,Mauritius
2112,SAIL.MZ,,,,
2113,AELZ.LZ,,,,South Africa
2114,PCL.MV,,,,Malawi
2115,ANGM.MZ,,,,Mauritius
2116,BLL.MZ,,,,Mauritius
2117,QBL.MZ,,,,
2118,RHT.MZ,,,,Mauritius
2119,EUDC.MZ,,,,Mauritius
2120,SBC.MV,,,,South Africa
2121,BHL.MV,,,,Malawi
2122,NBM.MV,,,,Malawi
2123,TOL.TZ,,,,Tanzania
2124,GIL.MZ,,,,Mauritius
2125,LFL.MZ,,,,Mauritius
2126,MCOS.MZ,,,,Mauritius
2127,LMLC.MZ,,,,Mauritius
2128,CHSL.MZ,,,,Mauritius
2129,CIMO.MZ,,,,Mauritius
2130,SCT.MZ,,,,
2131,HTLS.MZ,,,,Mauritius
2132,MASC.MZ,,,,Mauritius
2133,ACC.MZ,,,,Mauritius
2134,ALTG.MZ,,,,Mauritius
2135,SBU.UG,,,,South Africa
2136,ZPI.ZI,,,,Zimbabwe
2137,ZECO.ZI,,,,Zimbabwe
2138,DCPL.MZ,,,,Mauritius
2139,ABCTRAN.LG,,,,Nigeria
2140,ASOSAVI.LG,,,,Nigeria
2141,CHIPLC.LG,,,,Nigeria
2142,DEAPCAP.LG,,,,Nigeria
2143,SUNUASSUR.LG,,,,Nigeria
2144,ENAMELW.LG,,,,Nigeria
2145,GOLDINS.LG,,,,Nigeria
2146,INTENEG.LG,,,,Nigeria
2147,NSLTECH.LG,,,,Nigeria
2148,PLATINU.LG,,,,Nigeria
2149,REDSTAR.LG,,,,Nigeria
2150,SFSREIT.LG,,,,Nigeria
2151,STACO.LG,,,,Nigeria
2152,UNITYBN.LG,,,,Nigeria
2153,UNIVINS.LG,,,,Nigeria
2154,CLIJ.J,,,,South Africa
2155,REGALIN.LG,,,,Nigeria
2156,GPLJ.J,,,,South Africa
2157,SCOM.NR,,,,Kenya
2158,ATEL.LZ,,,,India
2159,FIDSON.LG,,,,Nigeria
2160,GWEB.GH,,,,Ghana
2161,OMATEK.LG,,,,Nigeria
2162,GIVISAJ.J,,,,
2163,BIGTREA.LG,,,,Nigeria
2164,TANTALI.LG,,,,Nigeria
2165,STARCOM.LG,,,,Nigeria
2166,FTNCOCO.LG,,,,Nigeria
2167,OCCL.BT,,,,Kenya
2168,SGBC.CI,,,,France
2169,AIPJ.J,,,,South Africa
2170,CAPHOTE.LG,,,,Nigeria
2171,FBC.ZI,,,,Zimbabwe
2172,SSKJ.J,,,,South Africa
2173,CHAMS.LG,,,,Nigeria
2174,DAARCOM.LG,,,,Nigeria
2175,STXRAFJ.J,,,,
2176,MULTIVE.LG,,,,Nigeria
2177,FNBT40J.J,,,,
2178,ZGOVIJ.J^A14,,,,
2179,ZNCO.LZ,,,,Netherlands
2180,ABBEYBD.LG,,,,Nigeria
2181,NEWFSAJ.J^L19,,,,
2182,EELJ.J,16.7,1998-08-05T00:00:00Z,5035500422,South Africa
2183,EELJ.J,12.52,1998-08-05T00:00:00Z,5043432367,
2184,EELJ.J,4.18,1998-08-05T00:00:00Z,,
2185,EELJ.J,0.0,1998-08-05T00:00:00Z,,
2186,EELJ.J,0.0,1998-08-05T00:00:00Z,5055410695,
2187,EELJ.J,0.0,1998-08-05T00:00:00Z,5055412187,
2188,EELJ.J,,,,
2189,EELJ.J,,,,
2190,EELJ.J,,,,
2191,EELJ.J,,,,
2192,EELJ.J,,,,
2193,EELJ.J,,,,
2194,AHLJ.J,,,,South Africa
2195,ASCE.MZ,,,,
2196,UTB.GH,,,,Ghana
2197,IHS.LG,,,,United Kingdom
2198,SFNJ.J,14.12,1998-08-03T00:00:00Z,4297902883,South Africa
2199,SFNJ.J,10.15,1998-08-03T00:00:00Z,5000854298,
2200,SFNJ.J,7.38,1998-08-03T00:00:00Z,5035507834,
2201,SFNJ.J,2.05,1998-08-03T00:00:00Z,48471680238,
2202,SFNJ.J,0.85,1998-12-31T00:00:00Z,,
2203,SFNJ.J,11.0,1997-01-31T00:00:00Z,5035507834,
2204,SFNJ.J,2.79,1997-01-31T00:00:00Z,48471680238,
2205,SFNJ.J,2.33,1997-12-31T00:00:00Z,,
2206,SFNJ.J,,,,
2207,SFNJ.J,,,,
2208,SURJ.J,,,,South Africa
2209,WEZJ.J,,,,South Africa
2210,ARTJ.J,63.32,1998-08-03T00:00:00Z,4295888573,South Africa
2211,ARTJ.J,6.77,1998-08-03T00:00:00Z,5000854298,
2212,ARTJ.J,1.44,1998-08-03T00:00:00Z,,
2213,ARTJ.J,61.3,1997-01-31T00:00:00Z,4295888573,
2214,ARTJ.J,,,,
2215,ARTJ.J,,,,
2216,AVVJ.J,,,,South Africa
2217,GMLJ.J,,,,Guernsey
2218,TREJ.J,47.36,1998-08-03T00:00:00Z,4295888975,South Africa
2219,TREJ.J,12.39,1998-08-03T00:00:00Z,5000854298,
2220,TREJ.J,8.53,1998-08-03T00:00:00Z,4298106595,
2221,TREJ.J,1.4216,1998-06-30T00:00:00Z,,
2222,TREJ.J,0.0019,1998-12-31T00:00:00Z,,
2223,TREJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2224,TREJ.J,47.8627,1997-01-31T00:00:00Z,4295888975,
2225,TREJ.J,0.2864,1997-03-31T00:00:00Z,5000001140,
2226,TREJ.J,0.0032,1997-12-31T00:00:00Z,,
2227,TREJ.J,0.0018,1997-12-31T00:00:00Z,,
2228,TREJ.J,,,,
2229,TREJ.J,,,,
2230,OCEJ.J,50.3675,1998-08-03T00:00:00Z,,South Africa
2231,OCEJ.J,7.7144,1998-08-03T00:00:00Z,5000854298,
2232,OCEJ.J,4.2673,1998-06-30T00:00:00Z,,
2233,OCEJ.J,1.1907,1998-08-03T00:00:00Z,,
2234,OCEJ.J,0.0043,1998-12-31T00:00:00Z,,
2235,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2236,OCEJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2237,OCEJ.J,0.0427,1997-03-31T00:00:00Z,5000001140,
2238,OCEJ.J,0.001,1997-12-31T00:00:00Z,,
2239,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2240,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2241,OCEJ.J,,,,
2242,OCEJ.J,,,,
2243,OCEJ.J,,,,
2244,OCTJ.J,,,,South Africa
2245,NFSH40J.J,,,,
2246,ONTBF.CI,,,,Morocco
2247,VODJ.J,,,,United Kingdom
2248,FNBINFJ.J,,,,
2249,GIVFINJ.J^L19,,,,
2250,GIVINDJ.J^L19,,,,
2251,GIVRESJ.J^L19,,,,
2252,MTECH.LG,,,,Nigeria
2253,AFROMED.LG,,,,Nigeria
2254,CLSJ.J,32.1834,1998-08-03T00:00:00Z,5000854298,South Africa
2255,CLSJ.J,7.4893,1998-08-03T00:00:00Z,4297902883,
2256,CLSJ.J,6.9901,1998-08-03T00:00:00Z,48471685511,
2257,CLSJ.J,4.1536,1998-08-03T00:00:00Z,48471680717,
2258,CLSJ.J,1.8145,1998-08-03T00:00:00Z,5001196246,
2259,CLSJ.J,1.4771,1998-08-03T00:00:00Z,5001446208,
2260,CLSJ.J,0.7462,1998-06-30T00:00:00Z,,
2261,CLSJ.J,0.0411,1998-12-31T00:00:00Z,5000071982,
2262,CLSJ.J,0.0078,1998-12-31T00:00:00Z,,
2263,CLSJ.J,0.0,1997-12-31T00:00:00Z,,
2264,CLSJ.J,0.0,1997-12-31T00:00:00Z,,
2265,CLSJ.J,,,,
2266,CLSJ.J,,,,
2267,CLSJ.J,,,,
2268,CLSJ.J,,,,
2269,CLSJ.J,,,,
2270,CLSJ.J,,,,
2271,CLSJ.J,,,,
2272,CLSJ.J,,,,
2273,CLSJ.J,,,,
2274,KRQTJ.J,,,,South Africa
2275,UNSE.MZ,,,,
2276,BKIJ.J,,,,
2277,COOP.NR,,,,Kenya
2278,SEPJ.J,,,,South Africa
2279,ETRANZA.LG,,,,
2280,MSPJ.J,,,,Isle of Man
2281,FGLJ.J,,,,South Africa
2282,FFBJ.J,,,,South Africa
2283,PORTPAI.LG,,,,Nigeria
2284,BECOPET.LG,,,,Nigeria
2285,BOC.NR,,,,United Kingdom
2286,MANSARD.LG,,,,France
2287,RESORTS.LG,,,,Nigeria
2288,AFRINSU.LG,,,,Nigeria
2289,VERITASKAP.LG,,,,Nigeria
2290,HONYFLO.LG,,,,Nigeria
2291,CSE.MZ,,,,Mauritius
2292,BBET40J.J^E16,,,,
2293,ETFT40J.J,,,,
2294,ETFSWXJ.J,,,,
2295,MAPPSGJ.J,,,,
2296,MAPPSPJ.J,,,,
2297,CSPROPJ.J,,,,
2298,BGREENJ.J^E16,,,,
2299,NFILBIJ.J,,,,
2300,NFSWIXJ.J^L19,,,,
2301,NFEMOMJ.J,,,,
2302,NFTRCIJ.J,,,,
2303,NFGOVIJ.J,,,,
2304,PREFTXJ.J,,,,
2305,MIWA.MZ,,,,Mauritius
2306,TIGZ.ZI,,,,Zimbabwe
2307,ORAC.CI,,,,France
